time,Designer,Artifact,User
0,5.552810469193533,5.052810469193533,4.552810469193533
1,4.957566366831533,4.560563851926657,4.123189198282738
2,4.771614192035885,4.467515977982966,4.088212982367691
3,4.741832405230201,4.521364533753052,4.1958603867089215
4,4.403153289853237,4.2577999868809115,3.9820867538948392
5,3.5872009768936644,3.50914794784604,3.2794674363366454
6,3.741617913683314,3.7236996765728487,3.5365291277713315
7,3.305173984705741,3.340824962074671,3.1928635241633625
8,3.112587327191447,3.195796436801665,3.0839523779360523
9,3.0261778808578073,3.1514463826856542,3.072825004671799
10,2.7958943093951363,2.9581966829390263,2.910088898374733
11,2.892381206841592,3.0871288481047854,3.0670003857251604
12,2.5988523656155067,2.821859907452518,2.8273411122539622
13,2.326086925841975,2.573540998723138,2.602417195179343
14,2.254976250892076,2.5234065136104284,2.573608901944344
15,2.1061320713320653,2.3923843528094197,2.4619814098509596
16,2.219584748958583,2.520796153159018,2.6079855108037155
17,1.7687597049352193,2.0823355410161097,2.185436316709198
18,1.7685845998911907,2.0921770091628766,2.209622564170067
19,1.4380272976144468,1.7695154576849106,1.8998465601792922
20,1.007387727411818,1.344859522104675,1.4867178933020706
21,1.5637085387961047,1.9054435900882711,2.0575658128043908
22,1.5263531510467154,1.8708071164132591,2.0320188864982267
23,1.1306424129121602,1.476432458124451,1.645643160256768
24,1.6634335147707984,2.009324878402431,2.18552246869797
25,0.8535048792680561,1.1983984509511023,1.3806446297660164
26,1.092623932243273,1.4355447721133459,1.6229704312954096
27,0.9890576711027659,1.329144402901345,1.5209453325745896
28,1.2797471656179655,1.6162421806089207,1.8116750213638493
29,1.2171976371750324,1.5494380504021465,1.7478164775104783
30,0.9076659013224466,1.2350752058073173,1.4357663327881915
31,0.9086680178658525,1.2307483861407784,1.433169375676637
32,0.614651995542996,0.9309771814499267,1.1345920522867539
33,0.3578564981668838,0.6680652951486082,0.8723819142186159
34,0.6487032131924086,0.9524934283720754,1.157060677948993
35,0.7161296331428212,1.013252539347799,1.217657649587222
36,0.8996479025926069,1.1899031331426837,1.3937691708740312
37,0.8648123646069693,1.1480432181682065,1.3510267232921334
38,0.5195042979038007,0.7955934230202673,0.9973821843272686
39,0.5109073409566022,0.7797727720242441,0.9800837346879917
40,0.33770666310058917,0.5992981815513384,0.797875478965203
41,0.2410076823793777,0.49530347870932406,0.6919165817277726
42,0.1627962750010873,0.40979988901341613,0.6042418660326373
43,0.8745962707768655,1.1143337890270943,1.306419670692331
44,0.3641662853442768,0.5966837762801717,0.7862490189418713
45,0.3613204815170824,0.5866816502061523,0.7735806925641089
46,0.18232167910193187,0.4006057247426316,0.5847106324176974
47,0.5733596405109902,0.7846593011363553,0.9658584941939177
48,0.08103145038024073,0.28545122029076614,0.46364827900981015
49,0.3481185766924323,0.5457730832043735,0.7208856276413862
